,Molecule Name,Pubchem ID #,Note,SMILES String,Other SMILES,Method,Contributor,Detection Threshold,Detection Units,Normalized Detection Threshold,Molecule Odour,Resources,N
302,"(-)-(1R,2S)-Georgywood\\xc2\\xae = ""Georgyone""",11322274,,C[C@@H]1C2=C(CCCC2(C)C)CC[C@]1(C)C(=O)C,,,,2.00E+01,ng/L,0.02,"Woody-ambery; Bottom note: Fresh, minty, green, sweet (Frater, et. al.); Hong & Corey describe the odor as ""an intense clean woody odor""",,151
303,"(+)-(1S,2R)-Georgywood\\xc2\\xae = ent-Georgyone",11322274,,C[C@@H]1C2=C(CCCC2(C)C)CC[C@]1(C)C(=O)C,,,,3.50E+00,ng/L,0.0035,"Weakly woody; Bottom note: musty (Frater, et. al.); Hong & Corey found this enantiomer to possess a relatively weak odor which is best described as distinctly unpleasant-acrid-musty",,151
304,"(+)-(1R,2R)-2-tert-butylcyclohexyl acetate",76972365,,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C\r,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C\r,chem draw + cactus,LC,8.00E+01,mg/L air,80000.0,reminiscent of a peach and a plum - it had a distinctly characteristic sweet fruity aroma,,152
305,"(-)-(1S,2S)-2-tert-butylcyclohexyl acetate",76972365,,CC(=O)O[C@H]1CCCC[C@H]1C(C)(C)C\r,CC(=O)O[C@H]1CCCC[C@H]1C(C)(C)C\r,chem draw + cactus,LC,1.60E+02,mg/L air,160000.0,strong woody camphor aroma with no characteristic fruity note,,152
306,"(-)-(1R,2R)-2-tert-butylcyclohexanol",26068,http://www.leffingwell.com/chirality/2-tert-butylcyclohexanol.htm,CC(C)(C)[C@H]1CCCC[C@H]1O\r,CC(C)(C)[C@H]1CCCC[C@H]1O\r,chem draw + cactus,LC,4.00E+01,mg/L air,40000.0,strong fresh green aroma with Woody camphor notes,,153
307,"(+)-(1S,2S)-2-tert-butylcyclohexanol",26068,,CC(C)(C)[C@@H]1CCCC[C@@H]1O\r,CC(C)(C)[C@@H]1CCCC[C@@H]1O\r,chem draw + cactus,LC,8.00E+01,mg/L air,80000.0,camphoraceous with weak green aroma,,153
308,"(+)-(2S,3R)-Magnolione\\xc2\\xae",12162210,,CCCCC[C@H]1[C@H](CCC1=O)CC(=O)C,,,,2.90E-01,ng/L,0.00029,"floral, jasmine, fruity, fresh most intense",,154
309,"(-)-(2R,3S)-Magnolione\\xc2\\xae",11651396,,CCCCC[C@@H]1[C@@H](CCC1=O)CC(=O)C,,,,7.10E+00,ng/L,0.0071,"citrus, fruity, floral, fresh, green, jasmine very weak",,154
310,"(2S,3S)-Magnolione\\xc2\\xae",71404439,,CCCCC[C@H]1[C@@H](CCC1=O)CC(=O)C,,,,6.00E-01,ng/L,0.0006,"mushrooms, food like, metallic, floral, jasmine weak",,155
311,"(2R,3R)-Magnolione\\xc2\\xae",11506727,,CCCCC[C@@H]1[C@H](CCC1=O)CC(=O)C,,,,7.40E-01,ng/L,0.00074,"floral, jasmine, animalic touch, metallic weak",,155
312,"(+)-(4S,4aS,8aS)-dehydrogeosmin",11084487,,C[C@H]1CCC[C@@]2(C)CC=CC[C@]12O\n,C[C@H]1CCC[C@@]2(C)CC=CC[C@]12O\n,chem draw + cactus,LC,1.40E+02,pg/L air,0.14,"strong, camphoraceous, earthy-musty tonality which is reminiscent of freshly ploughed soil - the natural (+) stereoisomer exhibiting a fresher and stronger camphoraceous tonality than the (-) isomer",,156
313,"(-)-(4R,4aR,8aR)-dehydrogeosmin",11084487,,C[C@@H]1CCC[C@]2(C)CC=CC[C@@]12O\r,C[C@@H]1CCC[C@]2(C)CC=CC[C@@]12O\r,chem draw + cactus,LC,1.00E+01,pg/L air,0.01,"similarr odor to (+)-dehydrogeosmin, but not as fresh or camphoraceous",,156
314,(+)-2-{[(1S)-1-methylpropyl]oxy}pyrazine,520098,CAS No.24168-70-5 from https://www.sigmaaldrich.com/catalog/product/aldrich/w343307?lang=en&region=US; http://www.leffingwell.com/chirality/methylpropyloxypyrazine.htm,"CC[C@H](C)Oc1cnccn1","CC[C@H](C)Oc1cnccn1",chem draw + cactus,LC,1.00E+02,,100000.0,"Green, dusty. Qualitatively, there appears to be no significant difference between the organoleptic properties of the enantiomers or racemate",,157
315,(-)-2-{[(1R)-1-methylpropyl]oxy}pyrazine,520098,Assumed ppm as the units for this section of molecules,"CC[C@@H](C)Oc1cnccn1","CC[C@@H](C)Oc1cnccn1",chem draw + cactus,LC,1.00E+02,,100000.0,"Green, dusty",,157
316,(+)-2-{[(1S)-1-methylbutyl]oxy}pyrazine,519564,Searched on google and got this: https://pubchem.ncbi.nlm.nih.gov/compound/Pyrazine_-2_5-dimethyl-3-_3-methylbutyl but unsure it could also be https://pubchem.ncbi.nlm.nih.gov/compound/2_5-Dimethyl-3-_2-methylbutyl_pyrazine ?,CCC[C@H](C)Oc1cnccn1\r,CCC[C@H](C)Oc1cnccn1\r,chem draw + cactus,LC,1.00E+02,,100000.0,"Fatty, metallic, green. Qualitatively, there appears to be no significant difference between the organoleptic properties of the enantiomers or racemate",,158
317,(-)-2-{[(1R)-1-methylbutyl]oxy}pyrazine,519564,,"CCC[C@@H](C)Oc1cnccn1","CCC[C@@H](C)Oc1cnccn1",chem draw + cactus,LC,1.00E+02,,100000.0,"Fatty, metallic, green",,158
318,(+)-2-{[(1S)-1-methylhexyl]oxy}pyrazine,124775,Searched on google and this: https://pubchem.ncbi.nlm.nih.gov/compound/2-_5-methylhexoxycarbonyl_benzoic-acid,CCCCC[C@H](C)Oc1cnccn1\r,CCCCC[C@H](C)Oc1cnccn1\r,chem draw + cactus,LC,7.00E+01,,70000.0,"Green, metallic, fatty, burdock. Qualitatively, there appears to be no significant difference between the organoleptic properties of the enantiomers or racemate",,159
319,(-)-2-{[(1R)-1-methylhexyl]oxy}pyrazine,124775,,CCCCC[C@@H](C)Oc1cnccn1\r,CCCCC[C@@H](C)Oc1cnccn1\r,chem draw + cactus,LC,2.00E+02,,200000.0,"Green, metallic, fatty, burdock",,159
320,(+)-2-{[(1S)-1-methylheptyl]oxy}pyrazine,122379392,,"CCCCCC[C@H](C)Oc1cnccn1\r","CCCCCC[C@H](C)Oc1cnccn1\r",chem draw + cactus,LC,3.00E+01,,30000.0,"Green, fishy, amine-like, fatty. Qualitatively, there appears to be no significant difference between the organoleptic properties of the enantiomers or racemate",,160
321,(-)-2-{[(1R)-1-methylheptyl]oxy}pyrazine,122379392,,CCCCCC[C@@H](C)Oc1cnccn1,CCCCCC[C@@H](C)Oc1cnccn1,chem draw + cactus,LC,9.00E+01,,90000.0,"Green, fishy, amine-like, fatty",,160
322,"(+)-2-(1S,2R,5S)-menthyloxypyrazine",165675,CAS No. 15356-60-2  https://www.sigmaaldrich.com/catalog/product/aldrich/224464?lang=en&region=US;http://www.leffingwell.com/chirality/menthyloxypyrazine.htm,C[C@H]1CC[C@H](C(C)C)[C@H](C1)Oc2cnccn2\r,C[C@H]1CC[C@H](C(C)C)[C@H](C1)Oc2cnccn2\r,chem draw + cactus,LC,1.00E+01,,10000.0,"Fruity, sweet. Qualitatively, there appears to be no significant difference between the organoleptic properties of the enantiomers or racemate",,161
323,"(-)-2-(1R,2S,5R)-menthyloxypyrazine",165675,"""""",C[C@@H]1CC[C@@H](C(C)C)[C@@H](C1)Oc2cnccn2\r,C[C@@H]1CC[C@@H](C(C)C)[C@@H](C1)Oc2cnccn2\r,chem draw + cactus,LC,2.00E+00,,2000.0,"Fruity, sweet",,161
324,(R)-(-)-Citralis Nitrile,103875,http://www.thegoodscentscompany.com/data/rw1112911.html,"C[C@H](CCc1ccccc1)CC#N","C[C@H](CCc1ccccc1)CC#N",chem draw + cactus,LC,6.80E+00,ng/L,0.0068,"is \\xe2\\x80\\x98similar in smell, but slightly stronger, and with additional waxy aspects, and a more pronounced green, leafy side\\xe2\\x80\\x99 (compared to its enantiomer)",,162
325,(S)-(+)-Citralis Nitrile,103875,"""""",C[C@H](CCc1ccccc1)C[N+]#[C-]\r,C[C@H](CCc1ccccc1)C[N+]#[C-]\r,chem draw + cactus,LC,1.25E+01,ng/L,0.0125,"is \\xe2\\x80\\x98typical citrus, reminiscent of lemon peel and geranyl nitrile, with fresh, fruity and slightly green nuances\\xe2\\x80\\x99",,162
326,(R)-(+)-Citralis,108313,http://www.thegoodscentscompany.com/data/rw1000491.html,C[C@H](CCc1ccccc1)CC=O,C[C@H](CCc1ccccc1)CC=O,Extended Leffingwell Name + Cactus,DW,2.50E+00,ng/L air,0.0025,"is \\xe2\\x80\\x98very close to racemic Citralis, and stronger than its antipode; aldehydic, fresh, floral, citronellal-like odour, reminiscent of verbena and lemongrass; a somewhat slightly latex and plastic connotation is present as well\\xe2\\x80\\x99",,163
327,(S)-(-)-Citralis,108313,"""""",C[C@@H](CCc1ccccc1)CC=O,C[C@@H](CCc1ccccc1)CC=O,Extended Leffingwell Name + Cactus,DW,7.90E+00,ng/L air,0.0079,"is \\xe2\\x80\\x98citronellal-like, floral-aldehydic, but less fresh, more fruity in the direction of red fruits, and with a fatty-rosy undertone that somewhat even reminds of Phenoxanol\\xe2\\x80\\x99",,163
328,(R)-(+)-Phenoxanol,108312,http://www.thegoodscentscompany.com/data/rw1047241.html,C[C@@H](CCO)CCc1ccccc1\r,C[C@@H](CCO)CCc1ccccc1\r,chem draw + cactus,LC,1.25E+01,ng/L air,0.0125,"is \\\'reminiscent of racemic Phenoxanol, but weaker. Its rose character is harsher, fattier and more metallic compared to the racemate and its antipod\\\'",,164
329,(S)-(-)-Phenoxanol,108312,"""""","C[C@H](CCO)CCc1ccccc1","C[C@H](CCO)CCc1ccccc1",chem draw + cactus,LC,5.00E+00,ng/L air,0.005,"is \\xe2\\x80\\x98also reminiscent of a typical Phenoxanol note, but stronger; softer, with a more powdery rose character of pronounced floralcy with fruity facets in the direction of red fruits and rhubarb, and a fresh even slightly aquatic tonality\\xe2\\x80\\x99",,164
330,"(-)-(9R,10S)-10-Acetyl-9,10-dimethylbicyclo[6.4.0]dodec-1(8)-ene",0,,C[C@@H]1C2=C(CCCCCC2)CC[C@]1(C)C(C)=O,C[C@@H]1C2=C(CCCCCC2)CC[C@]1(C)C(C)=O,chem draw + cactus,LC,1.90E-01,ng/L air,0.00018999999999999998,"it emanates a strong woody-ambery odor reminiscent of Iso E Super, Georgywood and cedarwood, and has an odor threshold of 0.19 ng/L air which is about 100 times stronger than its enantiomer",,165
331,"(+)-(9R,10S)-10-Acetyl-9,10-dimethylbicyclo[6.4.0]dodec-1(8)-ene",0,,C[C@H]1C2=C(CCCCCC2)CC[C@@]1(C)C(C)=O\r,C[C@H]1C2=C(CCCCCC2)CC[C@@]1(C)C(C)=O\r,chem draw + cactus,LC,2.00E+01,ng/L air,0.02,"possesses a similar odor character to the (-)-(9R,10S)-enantiomer but is about 100 times weaker",,165
332,"(+)-(2S,4S)-Okoumal",3034278,http://www.thegoodscentscompany.com/data/rw1131071.html,"C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C","C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C",chem draw + cactus,LC,2.00E+00,ng/L air (+/-0.72),0.002,"weak, ambery with woody facets, somewhat okoumal-like",,166
333,"(-)-(2R,4R)-Okoumal",3034278,"""""",C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,chem draw + cactus,LC,4.00E-01,ng/L air (+/-0.14),0.0004,"strong, pronounced, typical ambery odor in the okoumal\\xe2\\x80\\x93karanal family, with woody aspects, clearly the strongest okoumal enantiomer on blotter",,166
334,"(-)-(2S,4R)-Okoumal",3034278,"""""",C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,chem draw + cactus,LC,1.25E+01,ng/L air(+/-0.0),0.0125,"very weak, ambery odor with woody facets, which during dry-down decreases rapidly in intensity",,167
335,"(+)-(2R,4S)-Okoumal",3034278,"""""",C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,chem draw + cactus,LC,5.40E-01,ng/L air(+/-5.2),0.00054,"ambery, typically in the okoumal\\xe2\\x80\\x93karanal family, with woody aspects, significantly stronger than (+)-(2S,4S)-Okoumal",,167
336,"(+)-(2S,4S)-Disila-okoumal",3034278,http://www.thegoodscentscompany.com/data/rw1131072.html,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\r,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\r,chem draw + cactus,LC,6.30E+00,ng/L air(+/-10.5),0.0063,"very weak to odorless on the blotter, only faintly ambery-woody",,168
337,"(-)-(2R,4R)-Disila-okoumal",3034278,"""""",C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\r,C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\r,,,3.10E-01,ng/L air(+/-0.14),0.00031,"pronounced, typical ambery odor with woody aspects, stronger than (+)-(2R,4S)-Disila-okoumal, the strongest disila-okoumal enantiomer on the blotter, but on the blotter clearly weaker than (-)-(2R,4R)-Okoumal",,168
338,"(-)-(2S,4R)-Disila-okoumal",3034278,"""""",C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\n,C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C\n,chem draw + cactus ,LC,6.80E+00,ng/L air(+/-4.3),0.0068,"very weak to odorless on the blotter, only slightly ambery-woody, with some faint reminiscence to okoumal",,169
339,"(+)-(2R,4S)-Disila-okoumal",3034278,"""""",C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C,C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)CC[Si]3(C)C,chem draw + cactus ,LC,3.10E-01,ng/L air(+/-0.14),0.00031,"ambery odor with woody aspects, characteristically okoumal-like, on the blotter very close in intensity to (-)-(2R,4R)-Disila-okoumal",,169
340,(R)-(+)-Nicotine,157672,,CN1CCC[C@@H]1C2=CN=CC=C2,,cross checked on pubchem,LC,6.60E+01,ppm,66000.0,"statistical evaluation (t-test) revealed that the subjects were able to identify R(+)- and S(-)-nicotine at olfactory and trigeminal concentrations...At concentrations near the detection thresholds, i.e., clearly below subjective pain thresholds, smokers rated both nicotine stereoisomers to be significantly more pleasant than did nonsmokers... the S(-) isomer was perceived as pleasant by smokers, but not by non-smokers",,170
341,(S)-(-)-Nicotine,89594,,CN1CCC[C@H]1C2=CN=CC=C2,,cross checked on pubchem,LC,6.60E+01,ppm,66000.0,"statistical evaluation (t-test) revealed that the subjects were able to identify R(+)- and S(-)-nicotine at olfactory and trigeminal concentrations...At concentrations near the detection thresholds, i.e., clearly below subjective pain thresholds, smokers rated both nicotine stereoisomers to be significantly more pleasant than did nonsmokers... the S(-) isomer was perceived as pleasant by smokers, but not by non-smokers",,170
342,(R)-Celery Ketone,3782139,,CCC[C@@H]1CC(=CC(=O)C1)C\r,CCC[C@@H]1CC(=CC(=O)C1)C\r,chem draw + cactus ,LC,9.1-1,ng/L air,0.0091,"Celery leaves, arnica, jasmone, slightly reminiscent of everlastings and fenugreek",,171
343,(S)-Celery Ketone,637565,,CCC[C@H]1CC(=CC(=O)C1)C,CCC[C@H]1CC(=CC(=O)C1)C,chem draw + cactus ,LC,45.5-1,ng/L air,0.0455,"Herbaceous (liquorice, anisic and fennel), slightly woody, minty and pulegone-like",,171
344,"(2S,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-2-oxa-1,3-disilaindan-5-yl)-1,3-dioxolane",3034278,"Copy and pasted the whole name into Google, first pubchem id; CAS No. 1240699-64-2 from http://www.molbase.com/moldata/15835001.html",C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,chem draw + cactus ,LC,1.80E+00,ngL-1 air(+/- 0.88 s.d.),0.0018,"a woody\\xe2\\x80\\x93ambery odor in the okoumal family with some additional facets reminiscent of karanal; linear in the drydown, slightly sweet\\xe2\\x80\\x93musky in the endnote",,172
345,"(2R,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-2-oxa-1,3-disilaindan-5-yl)-1,3-dioxolane",3034278,https://pubchem.ncbi.nlm.nih.gov/compound/3034278  ; cas number 1240699-60-8 from molbase.com/moldata/15835005.html,C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,chem draw + cactus,LC,2.20E+01,ngL-1 air(+/- 15 s.d),0.022000000000000002,"typical and linear woody\\xe2\\x80\\x93ambery odor, reminiscent of okoumal, but very weak",,172
346,"(2S,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-2-oxa-1,3-disilaindan-5-yl)-1,3-dioxolane",3034278,"""""; CAS No. 1240699-62-0 from http://www.molbase.com/moldata/15834997.html",C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,chem draw + cactus,LC,1.70E+01,ngL-1 air(+/- 20 s.d.),0.017,very weak woody\\xe2\\x80\\x93ambery odor with some resemblance to okoumal,,173
347,"(2R,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-2-oxa-1,3-disilaindan-5-yl)-1,3-dioxolane",3034278,"""""; CAS No. 1240699-64-2 from http://www.molbase.com/moldata/15835001.html",C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)O[Si]3(C)C\r,chem draw + cactus,LC,2.90E+00,ngL-1 air(+/-1.7 s.d.),0.0029,"intense woody\\xe2\\x80\\x93ambery okoumal odor with a somewhat pungent, slightly sulfury character",,173
348,"(2S,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethylindan-5-yl)-1,3-dioxolane",221640,https://pubchem.ncbi.nlm.nih.gov/compound/221640 CAS. No 1240699-53-9 from http://www.molbase.com/moldata/15835025.html,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\r,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\r,chem draw + cactus,LC,2.00E+01,ngL-1 air(+/- 7.2 s.d.),0.02,rather weak woody\\xe2\\x80\\x93ambery odor of powdery tonality with some additional mineral character reminiscent of wet stones,,174
349,"(2R,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethylindan-5-yl)-1,3-dioxolane",221640,"Copy and pasted the whole name into Google, first pubchem id; CAS No.  1240699-50-6 from http://www.molbase.com/moldata/15835037.html ",C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\r,C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\r,chem draw + cactus,LC,2.50E+00,ngL-1 air(+/- 1.9 s.d.),0.0025,"woody\\xe2\\x80\\x93ambery odor with warm animalic aspects in the direction of Dione (Givaudan trade name for 2-[(3,3,5-trimethylcyclohexyl)acetyl]cyclopentanone) and slightly green, somewhat harsh aspect",,174
350,"(2S,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethylindan-5-yl)-1,3-dioxolane",221640,"""""; CAS No. 1240699-51-7 from http://www.molbase.com/moldata/15835029.html","C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C","C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C",chem draw + cactus ,LC,1.80E+01,ngL-1 air(+/- 8.9 s.d.),0.018000000000000002,weak metallic odor with uncharacteristic woody\\xe2\\x80\\x93ambery aspects,,175
351,"(2R,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethylindan-5-yl)-1,3-dioxolane",221640,""""" CAS No. 1240699-52-8 from http://www.molbase.com/moldata/15835033.html",C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\n,C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)C(C)(C)CC3(C)C\n,chem draw + cactus,LC,1.50E+00,ngL-1 air(+/- 1.2 s.d.),0.0015,woody\\xe2\\x80\\x93ambery odor of powdery tonality,,175
352,"(2S,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-1,3-disilaindan-5-yl)-1,3-dioxolane",102993,https://pubchem.ncbi.nlm.nih.gov/compound/2_4-Dimethyl-1_3-dioxolane; CAS No. 1240699-57-3 from http://www.molbase.com/moldata/15835009.html,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C\r,C[C@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C\r,chem draw + cactus,LC,1.00E+01,ngL-1 air(+/- 8.2 s.d.),0.01,"agrestic, borneol-like odor of woody\\xe2\\x80\\x93earthy character with some aspects of wet moss (not ambery at all)",,176
353,"(2R,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-1,3-disilaindan-5-yl)-1,3-dioxolane",102993,"Copy and pasted the whole name into Google, first pubchem id; CAS. No. 240699-54-0 from http://www.molbase.com/moldata/15835021.html","C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C","C[C@@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C",chem draw + cactus,LC,5.00E-01,ngL-1 air(+/-0.0 s.d.),0.0005,powerful woody\\xe2\\x80\\x93ambery odor in the direction of okoumal with weak musk facets and a slightly sweat-like undertone,,176
354,"(2S,4R)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-1,3-disilaindan-5-yl)-1,3-dioxolane",102993,""""" CAS No. 1240699-55-1 from http://www.molbase.com/moldata/15835013.html","C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C","C[C@@H]1CO[C@@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C",chem draw + cactus,LC,3.10E+00,ngL-1 air(+/- 1.4 s.d.),0.0031,"similar woody\\xe2\\x80\\x93ambery note in the direction of okoumal, but overall clearly weaker than the (2R,4R)-enantiomer",,177
355,"(2R,4S)-2,4-Dimethyl-2-(1,1,3,3-tetramethyl-1,3-disilaindan-5-yl)-1,3-dioxolane",102993,""""" CAS No. 1240699-56-2 from http://www.molbase.com/moldata/15835017.html","C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C","C[C@H]1CO[C@](C)(O1)c2ccc3c(c2)[Si](C)(C)C[Si]3(C)C",chem draw + cactus,LC,1.00E+00,ngL-1 air(+/- 2.0 s.d.),0.001,"dry woody\\xe2\\x80\\x93ambery odor reminiscent of okoumal with green, resinous facet",,177
356,"(+)-(2S,5S)-Cassyrane",11658397,http://www.thegoodscentscompany.com/data/rw1066191.html CAS No. 1092785-58-4 from http://www.molbase.com/moldata/32860513.html,CCC[C@@]1(O[C@@H](C)C=C1)C(C)(C)C,CCC[C@@]1(O[C@@H](C)C=C1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,4.00E+01,ng/L air,0.04,"Fruity, cassis, raspberry-type odor with slight herbaceous aspects recalling rosemary",,178
357,"(-)-(2R,5R)-Cassyrane",11658397,"""""",CCC[C@]1(O[C@H](C)C=C1)C(C)(C)C,CCC[C@]1(O[C@H](C)C=C1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,1.36E+02,ng/L air,0.136,"Agrestic, rosemary, terpenic-piney odor with fruity, eucalyptus-like and slightly resinous nuances",,178
358,"(+)-(2R,5S)-Cassyrane",11658397,"""""",CCC[C@]1(O[C@@H](C)C=C1)C(C)(C)C,CCC[C@]1(O[C@@H](C)C=C1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,4.00E+01,ng/L air,0.04,Fruity-juicy cassis odor with slightly agrestic aspects and nuances of eucalyptus seed and dried leaves,,179
359,"(-)-(2S,5R)-Cassyrane",11658397,"""""CAS No. 1092785-68-6 from http://www.molbase.com/moldata/30811581.html",CCC[C@@]1(O[C@H](C)C=C1)C(C)(C)C,CCC[C@@]1(O[C@H](C)C=C1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,5.50E-01,ng/L air,0.00055,"Agrestic odor in the direction of rosemary and eucalyptus with fruity, straw-like aspects, and slightly medicinal, terpenic, dry woody-resinous facets",,179
360,"(+)-(2S,5S)-Dihydrocassyrane",0,,CCC[C@]1(CC[C@H](C)O1)C(C)(C)C,CCC[C@]1(CC[C@H](C)O1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,2.40E+01,ng/L air,0.024,"Fruity-winey, cassis odor with aspects of raspberry and strawberry, and a slightly fatty tonality",,180
361,"(-)-(2R,5R)-Dihydrocassyrane",0,,CCC[C@@]1(CC[C@@H](C)O1)C(C)(C)C,CCC[C@@]1(CC[C@@H](C)O1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,3.54E+02,ng/L air,0.354,"Fruity, green, agrestic odor with fresh, slightly oily rosy aspects",,180
362,"(+)-(2R,5S)-Dihydrocassyrane",0,,CCC[C@@]1(CC[C@H](C)O1)C(C)(C)C,CCC[C@@]1(CC[C@H](C)O1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,1.01E+02,ng/L air,0.10099999999999999,"Weak, fruity, cassis-type odor with fresh, camphoraceous and slightly woody facets",,181
363,"(-)-(2S,5R)-Dihydrocassyrane",0,,CCC[C@]1(CC[C@@H](C)O1)C(C)(C)C,CCC[C@]1(CC[C@@H](C)O1)C(C)(C)C,Extended Leffingwell Name + Cactus,DW,2.00E+01,ng/L air,0.02,"Fruity, agrestic odor reminiscent of rosemary with a clary sage effect and terpenic-woody, somewhat fatty nuances",,181
364,"(2R,3R)-(+)-2-methyltetrahydrofuran-3-thiol acetate",7157262,https://pubchem.ncbi.nlm.nih.gov/compound/7157262,C[C@H]1OCC[C@H]1SC(C)=O\r,C[C@H]1OCC[C@H]1SC(C)=O\r,chem draw + cactus,LC,3.80E+00,ng/L air,0.0038,"raw garlic and onion-like, savory, musty, sulfurous",,182
365,"(2S,3S)-(-)-2-methyltetrahydrofuran-3-thiol acetate",7157262,"Copy and pasted the whole name into Google, first pubchem id",C[C@@H]1OCC[C@@H]1SC(C)=O\r,C[C@@H]1OCC[C@@H]1SC(C)=O\r,chem draw + cactus,LC,5.70E+00,ng/L air,0.0057,"raw garlic and onion-like, sulfurous",,182
366,"(2R,3S)-(+)-2-methyltetrahydrofuran-3-thiol acetate",7157263,https://pubchem.ncbi.nlm.nih.gov/compound/2S_3R_-2-Methyltetrahydrofuran-3-thiol,"C[C@H]1OCC[C@@H]1SC(C)=O\r","C[C@H]1OCC[C@@H]1SC(C)=O\r",chem draw + cactus,LC,1.86E+01,ng/L air,0.0186,"meaty, sesame paste, fried onion and garlic, sweet, sulfurous",,183
